stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
500920,"NORTHERN BLVD/169 ST",,  40.758987, -73.797965,,,0,
500923,"SANFORD AV/162 ST",,  40.760409, -73.804400,,,0,
500931,"SANFORD AV/PARSONS BLVD",,  40.758784, -73.821204,,,0,
500932,"SANFORD AV/BOWNE ST",,  40.758129, -73.823639,,,0,
500939,"LITTLE NECK PKWY/87 AV",,  40.731274, -73.710869,,,0,
500941,"LITTLE NECK PKWY/85 AV",,  40.734533, -73.712500,,,0,
500942,"LITTLE NECK PKWY/HILLSIDE AV",,  40.736540, -73.713671,,,0,
500946,"LITTLE NECK PKWY/80 AV",,  40.743809, -73.717393,,,0,
500948,"LITTLE NECK PKWY/74 AV",,  40.747277, -73.718906,,,0,
500949,"LITTLE NECK PKWY/73 RD",,  40.749733, -73.719938,,,0,
500950,"LITTLE NECK PKWY/260 ST",,  40.751799, -73.720882,,,0,
500952,"LITTLE NECK PKWY/255 ST",,  40.756671, -73.722630,,,0,
500953,"LITTLE NECK PKWY/61 AV",,  40.759302, -73.722504,,,0,
500954,"LITTLE NECK PKWY/58 AV",,  40.761784, -73.723060,,,0,
500955,"LITTLE NECK PKWY/HORACE HARDING EXPWY",,  40.764894, -73.724303,,,0,
500956,"LITTLE NECK PKWY/LEEDS RD",,  40.767193, -73.727676,,,0,
500958,"LITTLE NECK PKWY/ANNANDALE LN",,  40.769138, -73.731564,,,0,
500960,"LITTLE NECK PKWY/NORTHERN BLVD",,  40.770723, -73.735941,,,0,
500963,"40 AV/LITTLE NECK PKWY",,  40.773127, -73.741419,,,0,
500965,"LITTLE NECK PKWY/MARATHON PKWY",,  40.770683, -73.738381,,,0,
500968,"LITTLE NECK PKWY/ANNANDALE LN",,  40.768913, -73.731265,,,0,
500970,"LITTLE NECK PKWY/LEEDS RD",,  40.766854, -73.727171,,,0,
500971,"LITTLE NECK PKWY/NASSAU BLVD",,  40.764911, -73.724509,,,0,
500973,"LITTLE NECK PKWY/58 AV",,  40.761554, -73.723205,,,0,
500975,"LITTLE NECK PKWY/61 AV",,  40.758160, -73.722573,,,0,
500976,"LITTLE NECK PKWY/CULLMAN AV",,  40.755534, -73.723235,,,0,
500978,"LITTLE NECK PKWY/252 ST",,  40.752134, -73.721257,,,0,
500979,"LITTLE NECK PKWY/73 RD",,  40.749522, -73.720112,,,0,
500980,"LITTLE NECK PKWY/74 AV",,  40.746991, -73.719097,,,0,
500982,"LITTLE NECK PKWY/UNION TPKE",,  40.744106, -73.717810,,,0,
500984,"LITTLE NECK PKWY/82 AV",,  40.739952, -73.715955,,,0,
500986,"LITTLE NECK PKWY/HILLSIDE AV",,  40.736292, -73.714076,,,0,
500987,"LITTLE NECK PKWY/85 AV",,  40.733872, -73.712449,,,0,
500989,"LITTLE NECK PKWY/87 AV",,  40.730620, -73.710928,,,0,
500997,"NORTHERN BLVD/PARSONS BLVD",,  40.764608, -73.822975,,,0,
501000,"NORTHERN BLVD/150 ST",,  40.765169, -73.815292,,,0,
501005,"NORTHERN BLVD/159 ST",,  40.762956, -73.806057,,,0,
